Instance,Distance,Vehicles,Veh Time (s),Dist Time (s),Total Time (s),Timestamp
R1_n100_d25_0009.csv,2031.1,20,40.03,150.04,190.1,2026-05-02 23:45:32
R1_n100_d25_0010.csv,1960.2,18,60.06,150.04,210.19,2026-05-02 23:49:02
R1_n100_d25_0011.csv,1442.3,12,40.04,150.05,190.12,2026-05-02 23:52:12
R1_n100_d25_0012.csv,1897.8,18,40.05,2882.17,2922.24,2026-05-03 00:40:54
R1_n100_d25_0013.csv,1470,11,60.07,150.05,210.15,2026-05-03 00:44:24
R1_n100_d25_0014.csv,2338.7,21,60.06,150.04,210.13,2026-05-03 00:47:54
R1_n100_d25_0015.csv,1581.8,13,40.05,150.48,190.56,2026-05-03 00:51:05
R1_n100_d25_0016.csv,1491.2,11,60.07,150.04,210.21,2026-05-03 00:54:35
R1_n100_d25_0017.csv,1666.3,14,40.05,150.04,190.21,2026-05-03 00:57:45
R1_n100_d25_0018.csv,1891.2,17,40.06,150.04,190.13,2026-05-03 01:00:56
R1_n100_d25_0019.csv,2222.7,21,40.03,150.04,190.1,2026-05-03 01:04:06
R1_n100_d25_0020.csv,1802.2,17,40.05,150.04,190.19,2026-05-03 01:07:16
R1_n100_d25_0021.csv,1542.3,12,40.04,150.04,190.18,2026-05-03 01:10:26
R1_n100_d25_0022.csv,2161.6,21,40.04,150.04,190.1,2026-05-03 01:13:36
R1_n100_d25_0023.csv,1317.4,11,40.05,150.04,190.12,2026-05-03 01:16:46
R1_n100_d25_0024.csv,1530.2,12,40.04,150.04,190.23,2026-05-03 01:19:57
R1_n100_d25_0025.csv,2429.6,23,60.06,150.04,210.13,2026-05-03 01:23:27
R1_n100_d25_0026.csv,1978.6,18,40.05,150.04,190.11,2026-05-03 01:26:37
R1_n100_d25_0027.csv,1647.7,12,60.11,150.06,210.26,2026-05-03 01:30:07
R1_n100_d25_0028.csv,1554.5,12,40.05,150.04,190.2,2026-05-03 01:33:17
R1_n100_d25_0029.csv,1423.5,11,60.07,150.06,210.24,2026-05-03 01:36:47
R1_n100_d25_0030.csv,2052,20,40.04,150.04,190.21,2026-05-03 01:39:58
R1_n100_d25_0031.csv,1631.7,15,40.04,150.06,190.19,2026-05-03 01:43:08
R1_n100_d25_0032.csv,1663.3,14,40.04,150.04,190.11,2026-05-03 01:46:18
R1_n100_d25_0033.csv,1932.9,16,60.08,150.04,210.14,2026-05-03 01:49:48
R1_n100_d25_0034.csv,1554.2,14,40.07,150.04,190.21,2026-05-03 01:52:58
R1_n100_d25_0035.csv,2031.1,18,40.05,150.04,190.14,2026-05-03 01:56:08
R1_n100_d25_0036.csv,1738.8,14,60.09,150.04,210.16,2026-05-03 01:59:39
R1_n100_d25_0037.csv,1492.4,12,40.05,150.04,190.12,2026-05-03 02:02:49
R1_n100_d25_0038.csv,1514.2,12,40.04,150.04,190.18,2026-05-03 02:05:59
R1_n100_d50_0001.csv,1966.9,17,60.09,150.04,210.23,2026-05-03 02:09:29
R1_n100_d50_0002.csv,2051,19,40.04,150.04,190.1,2026-05-03 02:12:39
R1_n100_d50_0003.csv,1814.1,16,40.03,150.04,190.24,2026-05-03 02:15:50
R1_n100_d50_0004.csv,2181.8,23,60.06,150.04,210.13,2026-05-03 02:19:20
R1_n100_d50_0005.csv,1834.8,15,40.08,150.06,190.16,2026-05-03 02:22:30
R1_n100_d50_0006.csv,2067.2,20,60.09,150.04,210.15,2026-05-03 02:26:00
R1_n100_d50_0007.csv,1555,12,60.08,150.05,210.16,2026-05-03 02:29:30
R1_n100_d50_0008.csv,1935.9,17,60.08,150.04,210.16,2026-05-03 02:33:00
R1_n100_d50_0009.csv,2361,21,60.06,150.04,210.2,2026-05-03 02:36:30
R1_n100_d50_0010.csv,1779.5,17,40.04,150.05,190.12,2026-05-03 02:39:41
R1_n100_d50_0011.csv,1675.7,13,60.11,150.05,210.2,2026-05-03 16:08:03
R1_n100_d50_0012.csv,1886.1,17,60.07,150.03,210.13,2026-05-03 16:11:33
R1_n100_d50_0013.csv,1735.1,15,60.07,150.05,210.14,2026-05-03 16:15:03
R1_n100_d50_0014.csv,1712.9,16,40.05,150.05,190.13,2026-05-03 16:18:13
R1_n100_d50_0015.csv,1975.8,19,60.07,150.04,210.15,2026-05-03 16:21:43
R1_n100_d50_0016.csv,1592.6,13,40.04,150.05,190.12,2026-05-03 16:24:53
R1_n100_d50_0017.csv,2176.2,21,40.03,150.04,190.12,2026-05-03 16:28:03
R1_n100_d50_0018.csv,1683.2,13,60.08,150.04,210.15,2026-05-03 16:31:33
R1_n100_d50_0019.csv,1887.7,17,40.05,150.04,190.11,2026-05-03 16:34:44
R1_n100_d50_0020.csv,1612.8,13,60.09,150.06,210.19,2026-05-03 16:38:14
R1_n100_d50_0021.csv,1841,15,60.08,150.05,210.16,2026-05-03 16:41:44
R1_n100_d50_0022.csv,1582.8,12,40.04,150.05,190.13,2026-05-03 16:44:54
R1_n100_d50_0023.csv,1785.6,15,40.04,150.04,190.1,2026-05-03 16:48:04
R1_n100_d50_0024.csv,1710.3,15,40.07,150.05,190.14,2026-05-03 16:51:14
R1_n100_d50_0025.csv,1829.8,17,60.07,150.05,210.14,2026-05-03 16:54:44
R1_n100_d50_0026.csv,2130.6,19,40.04,150.04,190.13,2026-05-03 16:57:55
R1_n100_d50_0027.csv,1977,18,60.07,150.05,210.15,2026-05-03 17:01:25
R1_n100_d50_0028.csv,1717.1,14,40.04,150.04,190.12,2026-05-03 17:04:35
R1_n100_d50_0029.csv,1575,14,40.06,150.04,190.13,2026-05-03 17:07:45
R1_n100_d50_0030.csv,1583.3,14,40.04,150.04,190.12,2026-05-03 17:10:55
R1_n100_d50_0031.csv,1926,19,40.07,150.04,190.21,2026-05-03 17:14:05
R1_n100_d50_0032.csv,1626.4,12,60.08,150.05,210.15,2026-05-03 17:17:35
R1_n100_d50_0033.csv,1901.4,18,60.07,150.04,210.13,2026-05-03 17:21:06
R1_n100_d50_0034.csv,1756.1,13,60.13,150.04,210.2,2026-05-03 17:24:36
R1_n100_d50_0035.csv,1986.9,19,40.04,150.05,190.12,2026-05-03 17:27:46
R1_n100_d50_0036.csv,1717.5,13,40.07,150.05,190.15,2026-05-03 17:30:56
R1_n100_d50_0037.csv,1646.8,13,40.07,150.04,190.16,2026-05-03 17:34:06
R1_n100_d50_0038.csv,1614.4,12,60.12,150.04,210.19,2026-05-03 17:37:36
R1_n100_d50_0039.csv,1699,13,60.09,150.05,210.16,2026-05-03 17:41:07
R1_n100_d50_0040.csv,2075.1,18,60.08,150.04,210.15,2026-05-03 17:44:37
R1_n100_d50_0041.csv,1658.9,13,60.09,150.04,210.16,2026-05-03 17:48:07
R1_n100_d50_0042.csv,1893.7,16,60.08,150.04,210.15,2026-05-03 17:51:37
R1_n100_d50_0043.csv,1591.2,13,40.06,150.07,190.16,2026-05-03 17:54:47
R1_n100_d50_0044.csv,2061.9,21,60.07,150.04,210.14,2026-05-03 17:58:17
R1_n100_d50_0045.csv,1950.7,17,60.07,150.04,210.13,2026-05-03 18:01:47
R1_n100_d50_0046.csv,1638.5,12,60.07,150.04,210.13,2026-05-03 18:05:18
R1_n100_d50_0047.csv,2050.8,21,60.06,150.03,210.15,2026-05-03 18:08:48
R1_n100_d50_0048.csv,2200.5,22,40.03,150.06,190.13,2026-05-03 18:11:58
R1_n100_d50_0049.csv,2058.9,19,60.06,150.04,210.12,2026-05-03 18:15:28
R1_n100_d50_0050.csv,1695.4,12,60.1,150.06,210.19,2026-05-03 18:18:58
R1_n100_d75_0001.csv,2203.5,18,60.08,150.04,210.15,2026-05-03 18:22:28
R1_n100_d75_0002.csv,1899,15,60.11,150.04,210.18,2026-05-03 18:25:59
R1_n100_d75_0003.csv,2083.5,17,60.1,150.04,210.18,2026-05-03 18:29:29
R1_n100_d75_0004.csv,1786.5,14,40.04,150.04,190.11,2026-05-03 18:32:39
R1_n100_d75_0005.csv,1674.2,14,60.08,150.04,210.15,2026-05-03 18:36:09
R1_n100_d75_0006.csv,1970.1,15,60.07,150.03,210.14,2026-05-03 18:39:39
R1_n100_d75_0007.csv,2170,19,60.07,150.04,210.13,2026-05-03 18:43:09
R1_n100_d75_0008.csv,1688.9,13,60.09,150.04,210.16,2026-05-03 18:46:39
R1_n100_d75_0009.csv,1834.3,15,60.08,150.04,210.14,2026-05-03 18:50:10
R1_n100_d75_0010.csv,1811.1,14,60.11,150.04,210.18,2026-05-03 18:53:40
R1_n100_d75_0011.csv,1976.3,15,60.08,150.05,210.15,2026-05-03 18:57:10
R1_n100_d75_0012.csv,1998.5,19,60.07,150.04,210.13,2026-05-03 19:00:40
R1_n100_d75_0013.csv,2000.9,15,80.11,150.08,230.23,2026-05-03 19:04:30
R1_n100_d75_0014.csv,1799.8,15,60.08,150.05,210.16,2026-05-03 19:08:00
R1_n100_d75_0015.csv,2352.4,23,60.11,150.03,210.16,2026-05-03 19:11:31
R1_n100_d75_0016.csv,1842.2,14,60.08,150.05,210.16,2026-05-03 19:15:01
R1_n100_d75_0017.csv,2090.8,19,60.09,150.03,210.15,2026-05-03 19:18:31
R1_n100_d75_0018.csv,1739.2,13,60.09,150.04,210.15,2026-05-03 19:22:01
R1_n100_d75_0019.csv,2251.6,22,60.08,150.04,210.14,2026-05-03 19:25:31
R1_n100_d75_0020.csv,1780,13,60.09,150.04,210.15,2026-05-03 19:29:01
R1_n100_d75_0021.csv,1745.8,13,60.09,150.06,210.19,2026-05-03 19:32:32
R1_n100_d75_0022.csv,1672.1,13,60.09,150.04,210.16,2026-05-03 19:36:02
R1_n100_d75_0023.csv,2214.3,18,60.1,150.04,210.17,2026-05-03 19:39:32
R1_n100_d75_0024.csv,1719.3,14,40.07,150.04,190.14,2026-05-03 19:42:42
R1_n100_d75_0025.csv,1885.8,13,80.18,150.04,230.24,2026-05-03 19:46:32
R1_n100_d75_0026.csv,1956.1,18,60.06,150.04,210.12,2026-05-03 19:50:02
R1_n100_d75_0027.csv,1982.6,16,60.09,150.04,210.16,2026-05-03 19:53:33
R1_n100_d75_0028.csv,2211.4,20,60.06,150.03,210.12,2026-05-03 19:57:03
R1_n100_d75_0029.csv,1787.6,13,60.1,150.04,210.18,2026-05-03 20:00:33
R1_n100_d75_0030.csv,1948.4,17,60.08,150.05,210.16,2026-05-03 20:04:03
R1_n100_d75_0031.csv,2099.5,18,60.07,150.04,210.13,2026-05-03 20:07:33
R1_n100_d75_0032.csv,2157.4,21,40.04,150.04,190.11,2026-05-03 20:10:43
R1_n100_d75_0033.csv,1856.6,16,40.04,150.04,190.11,2026-05-03 20:13:53
R1_n100_d75_0034.csv,1775.2,14,40.04,150.07,190.16,2026-05-03 20:17:04
R1_n100_d75_0035.csv,1992.6,19,60.07,150.04,210.13,2026-05-03 20:20:34
R1_n100_d75_0036.csv,1770,14,60.1,150.05,210.19,2026-05-03 20:24:04
R1_n100_d75_0037.csv,1870,15,60.07,150.04,210.15,2026-05-03 20:27:34
R1_n100_d75_0038.csv,2280.8,21,60.06,150.05,210.14,2026-05-03 20:31:04
R1_n100_d75_0039.csv,1960.5,21,40.04,150.04,190.13,2026-05-03 20:34:14
R1_n100_d75_0040.csv,2017.8,17,60.08,150.04,210.14,2026-05-03 20:37:44
R1_n100_d75_0041.csv,1983.8,17,40.04,150.04,190.11,2026-05-03 20:40:55
R1_n100_d75_0042.csv,1771,15,60.07,150.05,210.15,2026-05-03 20:44:25
R1_n100_d75_0043.csv,1765.8,15,60.08,150.04,210.18,2026-05-03 20:47:55
R1_n100_d75_0044.csv,1809.9,14,60.1,150.04,210.17,2026-05-03 20:51:25
R1_n100_d75_0045.csv,1681.9,14,40.06,150.05,190.15,2026-05-03 20:54:35
R1_n100_d75_0046.csv,1705.8,13,80.18,150.03,230.24,2026-05-03 20:58:25
R1_n100_d75_0047.csv,1662.1,13,60.09,150.04,210.16,2026-05-03 21:01:56
R1_n100_d75_0048.csv,2235,18,60.06,1214.27,1274.35,2026-05-03 21:23:10
R1_n100_d75_0049.csv,2341.7,23,40.03,150.04,190.1,2026-05-03 21:26:20
R1_n100_d75_0050.csv,1988.8,17,60.08,150.04,210.15,2026-05-03 21:29:50
R1_n100_d75_0051.csv,1777.4,17,40.06,150.05,190.13,2026-05-03 21:33:00
R1_n100_d75_0052.csv,2049.3,16,60.07,150.06,210.16,2026-05-03 21:36:30
R1_n100_d75_0053.csv,1621,13,40.04,150.05,190.12,2026-05-03 21:39:41
R1_n100_d75_0054.csv,2069.7,20,60.08,150.04,210.14,2026-05-03 21:43:11
R1_n100_d75_0055.csv,1924.8,14,60.09,150.05,210.16,2026-05-03 21:46:41
R1_n100_d75_0056.csv,2042.2,17,60.07,150.04,210.13,2026-05-03 21:50:11
R1_n100_d75_0057.csv,1644.2,14,60.09,150.04,210.15,2026-05-03 21:53:41
R1_n100_d75_0058.csv,1820.7,14,60.1,150.8,211.03,2026-05-03 21:57:12
R1_n100_d75_0059.csv,2199.3,22,40.03,150.04,190.1,2026-05-03 22:00:22
R1_n100_d75_0060.csv,2204.7,20,40.04,150.04,190.1,2026-05-03 22:03:32
R1_n100_d75_0061.csv,1899.2,19,40.04,150.04,190.1,2026-05-03 22:06:43
R1_n100_d75_0062.csv,2013.1,20,60.08,150.04,210.15,2026-05-03 22:10:13
R1_n100_d75_0063.csv,1889.6,14,80.13,150.04,230.2,2026-05-03 22:14:03
R1_n100_d75_0064.csv,1949.9,18,40.04,150.04,190.11,2026-05-03 22:17:13
R1_n100_d75_0065.csv,2198.3,20,60.09,150.03,210.15,2026-05-03 22:20:43
R1_n100_d75_0066.csv,1760.4,15,60.1,150.04,210.17,2026-05-03 22:24:13
R1_n100_d75_0067.csv,1823.9,14,80.14,150.04,230.22,2026-05-03 22:28:04
R1_n100_d75_0068.csv,2424.3,23,60.06,150.04,210.13,2026-05-03 22:31:34
R1_n100_d75_0069.csv,1842.3,14,60.11,150.04,210.19,2026-05-03 22:35:04
R1_n100_d75_0070.csv,2169.3,20,60.06,150.03,210.12,2026-05-03 22:38:34
R1_n100_d75_0071.csv,2128.4,19,60.08,150.04,210.15,2026-05-03 22:42:04
R1_n100_d75_0072.csv,2233,20,60.07,150.05,210.14,2026-05-03 22:45:34
R1_n100_d75_0073.csv,1736.1,14,60.12,150.04,210.2,2026-05-03 22:49:04
R1_n100_d75_0074.csv,1700.4,13,80.1,150.04,230.17,2026-05-03 22:52:55
R1_n100_d75_0075.csv,1744.1,13,60.08,150.06,210.17,2026-05-03 22:56:25
R2_n100_d100_0001.csv,2319.2000,23,60.09,150.04,210.17,2026-05-04 14:09:39
R2_n100_d100_0002.csv,2039.5000,19,40.03,150.04,190.10,2026-05-04 14:12:50
R2_n100_d100_0003.csv,2405.6000,24,60.07,150.04,210.14,2026-05-04 14:16:20
R2_n100_d100_0004.csv,1824.2000,16,40.04,150.04,190.11,2026-05-04 14:19:30
R2_n100_d100_0005.csv,2312.8000,23,40.04,150.04,190.10,2026-05-04 14:22:40
R2_n100_d100_0006.csv,1672.3000,14,60.09,150.04,210.16,2026-05-04 14:26:10
R2_n100_d100_0007.csv,2014.8000,19,40.04,150.05,190.12,2026-05-04 14:29:20
R2_n100_d100_0008.csv,1646.7000,11,60.08,150.04,210.14,2026-05-04 14:32:50
R2_n100_d100_0009.csv,1801.8000,16,60.07,150.04,210.13,2026-05-04 14:36:20
R2_n100_d100_0010.csv,2403.0000,22,60.07,150.04,210.14,2026-05-04 14:39:51
R2_n100_d100_0011.csv,1765.0000,14,40.04,150.04,190.11,2026-05-04 14:43:01
R2_n100_d100_0012.csv,1559.6000,13,40.04,150.05,190.11,2026-05-04 14:46:11
R2_n100_d100_0013.csv,1594.7000,12,40.05,150.05,190.13,2026-05-04 14:49:21
R2_n100_d100_0014.csv,2254.0000,22,60.08,150.04,210.14,2026-05-04 14:52:51
R2_n100_d100_0015.csv,1891.0000,19,60.08,150.04,210.14,2026-05-04 14:56:21
R2_n100_d100_0016.csv,1742.0000,14,60.07,150.04,210.14,2026-05-04 14:59:51
R2_n100_d100_0017.csv,1527.1000,10,40.04,150.05,190.12,2026-05-04 15:03:01
R2_n100_d100_0018.csv,1609.1000,13,40.05,150.04,190.11,2026-05-04 15:06:12
R2_n100_d100_0019.csv,1433.5000,10,40.04,150.04,190.11,2026-05-04 15:09:22
R2_n100_d100_0020.csv,2069.0000,18,60.08,150.04,210.15,2026-05-04 15:12:52
R2_n100_d100_0021.csv,2081.7000,18,40.04,150.04,190.11,2026-05-04 15:16:02
R2_n100_d100_0022.csv,1758.1000,16,40.05,150.05,190.14,2026-05-04 15:19:12
R2_n100_d100_0023.csv,1738.7000,14,60.08,150.05,210.17,2026-05-04 15:22:42
R2_n100_d100_0024.csv,2149.6000,20,60.10,150.06,210.18,2026-05-04 15:26:12
R2_n100_d100_0025.csv,1993.4000,19,40.05,150.04,190.12,2026-05-04 15:29:23
R2_n100_d100_0026.csv,1769.1000,15,60.07,150.04,210.13,2026-05-04 15:32:53
R2_n100_d100_0027.csv,2450.5000,24,60.06,150.03,210.19,2026-05-04 15:36:23
R2_n100_d100_0028.csv,1365.2000,8,60.09,150.04,210.16,2026-05-04 15:39:53
R2_n100_d100_0029.csv,1565.5000,12,60.07,150.04,210.15,2026-05-04 15:43:23
R2_n100_d100_0030.csv,2283.7000,20,60.07,150.03,210.13,2026-05-04 15:46:53
R2_n100_d100_0031.csv,2212.5000,21,40.05,150.04,190.11,2026-05-04 15:50:03
R2_n100_d100_0032.csv,1357.1000,9,40.04,150.04,190.12,2026-05-04 15:53:14
R2_n100_d100_0033.csv,2291.2000,20,60.07,150.03,210.14,2026-05-04 23:46:25
R2_n100_d100_0034.csv,1817.5000,15,40.04,150.04,190.10,2026-05-04 23:49:35
R2_n100_d100_0035.csv,2233.7000,22,40.04,150.05,190.11,2026-05-04 23:52:46
R2_n100_d100_0036.csv,1944.2000,16,60.08,150.04,210.15,2026-05-04 23:56:16
R2_n100_d100_0037.csv,2146.7000,20,40.04,150.04,190.11,2026-05-04 23:59:26
R2_n100_d100_0038.csv,2096.5000,15,60.06,150.04,210.13,2026-05-05 00:02:56
R2_n100_d100_0039.csv,1417.1000,10,40.04,150.04,190.10,2026-05-05 00:06:06
R2_n100_d100_0040.csv,1662.2000,13,40.04,150.04,190.11,2026-05-05 00:09:16
R2_n100_d100_0041.csv,2157.3000,20,40.04,150.04,190.12,2026-05-05 00:12:26
R2_n100_d100_0042.csv,1817.8000,15,60.07,150.04,210.13,2026-05-05 00:15:56
R2_n100_d100_0043.csv,2005.2000,19,40.04,150.04,190.13,2026-05-05 00:19:07
R2_n100_d100_0044.csv,1846.4000,17,60.07,150.04,210.14,2026-05-05 00:22:37
R2_n100_d100_0045.csv,2124.4000,20,40.05,150.05,190.13,2026-05-05 00:25:47
R2_n100_d100_0046.csv,1411.9000,9,60.09,150.07,210.20,2026-05-05 00:29:17
R2_n100_d100_0047.csv,1376.1000,10,40.06,150.06,190.17,2026-05-05 00:32:27
R2_n100_d100_0048.csv,1669.8000,13,40.05,150.06,190.15,2026-05-05 00:35:37
R2_n100_d100_0049.csv,1533.0000,11,60.08,150.04,210.16,2026-05-05 00:39:08
R2_n100_d100_0050.csv,2346.1000,22,60.08,150.05,210.16,2026-05-05 00:42:38
R2_n100_d100_0051.csv,2028.5000,19,60.12,150.04,210.20,2026-05-05 00:46:08
R2_n100_d100_0052.csv,1409.1000,10,40.05,150.05,190.14,2026-05-05 00:49:18
R2_n100_d100_0053.csv,1851.3000,15,479.46,150.03,629.52,2026-05-05 00:59:48
R2_n100_d100_0054.csv,2021.9000,18,60.08,150.04,210.15,2026-05-05 01:03:18
R2_n100_d100_0055.csv,1913.3000,16,60.08,150.04,210.14,2026-05-05 01:06:48
R2_n100_d100_0056.csv,2076.4000,19,60.09,150.03,210.15,2026-05-05 01:10:18
R2_n100_d100_0057.csv,1632.1000,12,60.07,150.05,210.15,2026-05-05 01:13:48
R2_n100_d100_0058.csv,1847.6000,15,60.06,150.03,210.12,2026-05-05 01:17:18
R2_n100_d100_0059.csv,1901.8000,17,40.06,150.05,190.14,2026-05-05 01:20:28
R2_n100_d100_0060.csv,1709.2000,15,40.03,150.04,190.10,2026-05-05 01:23:38
R2_n100_d100_0061.csv,1808.3000,14,60.06,150.03,210.13,2026-05-05 01:27:09
R2_n100_d100_0062.csv,1493.8000,9,60.07,150.04,210.13,2026-05-05 01:30:39
R2_n100_d100_0063.csv,1402.3000,10,40.46,150.04,190.53,2026-05-05 01:33:49
R2_n100_d100_0064.csv,1670.8000,13,40.04,150.04,190.10,2026-05-05 01:36:59
R2_n100_d100_0065.csv,1872.3000,16,40.05,150.04,190.11,2026-05-05 01:40:09
R2_n100_d100_0066.csv,2100.2000,19,40.06,150.06,190.14,2026-05-05 01:43:20
R2_n100_d100_0067.csv,1672.7000,14,40.06,150.04,190.14,2026-05-05 01:46:30
R2_n100_d100_0068.csv,1533.6000,12,40.05,150.06,190.13,2026-05-05 01:49:40
R2_n100_d100_0069.csv,2137.1000,19,60.07,150.04,210.13,2026-05-05 01:53:10
R2_n100_d100_0070.csv,2414.7000,21,60.07,150.04,210.14,2026-05-05 01:56:40
R2_n100_d100_0071.csv,1868.4000,16,60.07,150.03,210.13,2026-05-05 02:00:10
R2_n100_d100_0072.csv,1768.2000,16,40.05,150.04,190.11,2026-05-05 02:03:20
R2_n100_d100_0073.csv,1925.6000,14,60.06,150.03,210.14,2026-05-05 02:06:51
R2_n100_d100_0074.csv,1880.3000,18,60.13,150.06,210.21,2026-05-05 02:10:21
R2_n100_d100_0075.csv,1518.9000,11,40.03,150.04,190.12,2026-05-05 02:13:31
R2_n100_d100_0076.csv,1774.6000,15,60.09,150.03,210.15,2026-05-05 02:17:01
R2_n100_d100_0077.csv,2231.6000,20,60.07,150.03,210.14,2026-05-05 02:20:31
R2_n100_d100_0078.csv,1788.7000,14,40.04,150.04,190.11,2026-05-05 02:23:41
R2_n100_d100_0079.csv,1702.9000,14,40.08,150.05,190.15,2026-05-05 02:26:51
R2_n100_d100_0080.csv,1472.5000,10,40.04,150.04,190.14,2026-05-05 02:30:02
R2_n100_d100_0081.csv,1464.6000,9,60.06,150.04,210.12,2026-05-05 02:33:32
R2_n100_d100_0082.csv,1742.9000,15,60.06,150.04,210.13,2026-05-05 02:37:02
R2_n100_d100_0083.csv,2214.5000,21,60.06,150.04,210.13,2026-05-05 02:40:32
R2_n100_d100_0084.csv,1682.2000,14,40.04,150.04,190.12,2026-05-05 02:43:42
R2_n100_d100_0085.csv,1673.6000,14,40.04,150.04,190.10,2026-05-05 02:46:52
R2_n100_d100_0086.csv,1412.2000,9,40.04,150.04,190.10,2026-05-05 02:50:02
R2_n100_d100_0087.csv,1712.9000,13,60.09,150.05,210.17,2026-05-05 02:53:32
R2_n100_d25_0001.csv,1428.1000,12,40.04,150.04,190.11,2026-05-05 02:56:43
R2_n100_d25_0002.csv,1155.1000,9,40.05,150.04,190.12,2026-05-05 02:59:53
R2_n100_d25_0003.csv,1790.8000,15,60.07,150.04,210.14,2026-05-05 03:03:23
R2_n100_d25_0004.csv,1951.0000,17,60.08,150.04,210.15,2026-05-05 15:13:44
R2_n100_d25_0005.csv,1861.3000,17,40.07,150.04,190.14,2026-05-05 15:16:54
R2_n100_d25_0006.csv,2101.5000,20,40.04,150.04,190.10,2026-05-05 15:20:04
R2_n100_d25_0007.csv,2467.3000,24,60.06,150.04,210.13,2026-05-05 15:23:34
R2_n100_d25_0008.csv,1274.9000,10,40.04,150.05,190.11,2026-05-05 15:26:44
R2_n100_d25_0009.csv,1562.7000,14,60.06,150.05,210.13,2026-05-05 15:30:14
R2_n100_d25_0010.csv,1750.8000,15,40.04,150.04,190.10,2026-05-05 15:33:24
R2_n100_d25_0011.csv,1300.8000,10,60.09,150.04,210.15,2026-05-05 15:36:54
R2_n100_d25_0012.csv,1826.7000,18,40.05,150.04,190.12,2026-05-05 15:40:05
R2_n100_d25_0013.csv,1885.1000,18,40.04,150.04,190.11,2026-05-05 15:43:15
R2_n100_d25_0014.csv,1849.3000,17,40.04,150.04,190.11,2026-05-05 15:46:25
R2_n100_d25_0015.csv,2031.1000,21,40.04,150.04,190.11,2026-05-05 15:49:35
R2_n100_d25_0016.csv,2419.9000,24,60.06,150.04,210.13,2026-05-05 15:53:05
R2_n100_d25_0017.csv,1998.1000,20,40.05,150.04,190.11,2026-05-05 15:56:15
R2_n100_d25_0018.csv,1312.4000,10,60.06,150.05,210.13,2026-05-05 15:59:45
R2_n100_d25_0019.csv,1241.4000,10,40.04,150.04,190.11,2026-05-05 16:02:55
R2_n100_d25_0020.csv,1220.5000,9,40.04,150.05,190.12,2026-05-05 16:06:06
R2_n100_d25_0021.csv,2166.6000,22,40.04,150.04,190.10,2026-05-05 16:09:16
R2_n100_d25_0022.csv,1435.1000,11,40.05,150.05,190.13,2026-05-05 16:12:26
R2_n100_d25_0023.csv,1231.7000,9,40.04,150.06,190.12,2026-05-05 16:15:36
R2_n100_d25_0024.csv,2066.4000,19,40.04,150.04,190.10,2026-05-05 16:18:46
R2_n100_d25_0025.csv,1385.0000,11,40.04,150.04,190.11,2026-05-05 16:21:56
R2_n100_d25_0026.csv,2218.3000,22,40.05,150.07,190.16,2026-05-05 16:25:06
R2_n100_d25_0027.csv,2129.5000,22,40.04,150.04,190.10,2026-05-05 16:28:16
R2_n100_d25_0028.csv,1204.4000,10,40.05,150.03,190.11,2026-05-05 16:31:26
R2_n100_d25_0029.csv,1688.1000,15,40.03,150.03,190.10,2026-05-05 16:34:37
R2_n100_d25_0030.csv,1676.4000,15,40.04,150.04,190.11,2026-05-05 16:37:47
R2_n100_d25_0031.csv,1383.7000,12,40.04,150.03,190.11,2026-05-05 16:40:57
R2_n100_d25_0032.csv,1349.2000,11,40.06,150.05,190.13,2026-05-05 16:44:07
R2_n100_d25_0033.csv,2061.0000,19,60.07,150.04,210.14,2026-05-05 16:47:37
R2_n100_d25_0034.csv,1414.8000,12,60.09,150.04,210.15,2026-05-05 16:51:07
R2_n100_d25_0035.csv,1737.1000,15,60.06,150.04,210.13,2026-05-05 16:54:37
R2_n100_d25_0036.csv,2236.2000,21,60.08,150.04,210.15,2026-05-05 16:58:07
R2_n100_d25_0037.csv,1744.6000,15,60.09,150.04,210.16,2026-05-05 17:01:38
R2_n100_d25_0038.csv,1200.4000,9,40.05,150.05,190.15,2026-05-05 17:04:48
R2_n100_d50_0001.csv,1387.9000,12,40.05,150.04,190.12,2026-05-05 17:07:58
R2_n100_d50_0002.csv,1394.2000,11,40.04,150.04,190.11,2026-05-05 17:11:08
R2_n100_d50_0003.csv,1272.5000,10,40.06,150.04,190.12,2026-05-05 17:14:18
R2_n100_d50_0004.csv,1788.3000,15,60.07,150.04,210.14,2026-05-05 17:17:48
R2_n100_d50_0005.csv,1554.1000,14,60.07,150.06,210.16,2026-05-05 17:21:18
R2_n100_d50_0006.csv,1989.9000,18,40.04,150.04,190.11,2026-05-05 17:24:29
R2_n100_d50_0007.csv,1826.1000,16,40.04,150.04,190.13,2026-05-05 17:27:39
R2_n100_d50_0008.csv,1514.1000,13,60.06,150.04,210.12,2026-05-05 17:31:09
R2_n100_d50_0009.csv,1620.0000,14,40.04,150.04,190.11,2026-05-05 17:34:19
R2_n100_d50_0010.csv,2480.4000,24,60.06,150.03,210.13,2026-05-05 17:37:49
R2_n100_d50_0011.csv,1881.7000,18,40.03,150.04,190.09,2026-05-05 17:40:59
R2_n100_d50_0012.csv,1644.3000,14,40.03,150.06,190.12,2026-05-05 17:44:09
R2_n100_d50_0013.csv,1748.5000,16,40.03,150.04,190.10,2026-05-05 17:47:19
R2_n100_d50_0014.csv,1740.2000,16,40.05,150.04,190.11,2026-05-05 17:50:29
